,X.1,sample,scientific,maxn,family,genus,species,campaignid,dataset,planned.or.exploratory,latitude,longitude,date,time,location,status,site,depth,observer,successful.count,successful.length,id,unique.name,full.name,X,cluster,cluster.new,number,n,coords.x1,coords.x2,class,depth.1,slope,aspect,roughness,tpi,flowdir,detrended.bathy,detr.slope,detr.flowdir,detr.tri,detr.tpi,detr.aspect,SSTmean_SSTARRS,SSTsterr_SSTARRS,SSTtrend_SSTARRS,optional
192,192,IO290,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06868897,114.7188721,20201023,7:07:00,NA,NA,NA,124,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO290,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,160,14,C.IO.13,290,1,114.7188721,-34.06868897,Legacy,-124,0.00571587,4.390416622,4,-0.125,16,-11.05664539,0.002930973,16,0.614871144,-0.125,4.145040512,20.32408714,0.018714249,0.197060019,TRUE
193,193,IO291,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08368897,114.7488721,20201022,13:09:00,NA,NA,NA,109,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO291,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,146,13,C.IO.12,291,1,114.7488721,-34.08368897,Legacy,-111,0.011862346,4.193946362,8,-1.875,16,-5.831195354,0.009269634,16,2.268767834,-1.875,4.057672024,20.23408699,0.018714249,0.187060013,TRUE
194,194,IO293,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08868897,114.7588721,20201022,12:55:00,NA,NA,NA,111,Claude,Yes,leave til last,2020-10_south-west_stereo-BRUVs.IO293,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,144,13,C.IO.12,293,1,114.7588721,-34.08868897,Legacy,-98,0.01193111,4.712388992,7,0.125,16,4.577288151,0.008983349,16,1.864871144,0.125,4.738399029,20.23408699,0.018714249,0.187060013,TRUE
195,195,IO294,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08368897,114.7538721,20201022,13:04:00,NA,NA,NA,114,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO294,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,143,13,C.IO.12,294,1,114.7538721,-34.08368897,Legacy,-103,0.01745598,4.34130764,10,0,16,0.80846107,0.014646709,16,2.723724842,-4.44E-16,4.283085346,20.23408699,0.018714249,0.187060013,TRUE
196,196,IO295,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10368897,114.7538721,20201022,12:25:00,NA,NA,NA,109,Rachel,Yes,"Yes but check cal, accepted errors",2020-10_south-west_stereo-BRUVs.IO295,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,138,12,C.IO.11,295,1,114.7538721,-34.10368897,Legacy,-110,0.01055114,4.496439934,6,-0.625,16,-5.674856663,0.007628948,16,1.364871144,-0.625,4.443426609,20.24408722,0.018714249,0.187060013,TRUE
197,197,IO297,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10618897,114.7488721,20201022,12:21:00,NA,NA,NA,114,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO297,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,141,12,C.IO.11,297,1,114.7488721,-34.10618897,Legacy,-114,0.008249033,4.547192097,4,0.25,16,-8.249927521,0.005305331,16,0.989871144,0.25,4.499119282,20.24408722,0.018714249,0.187060013,TRUE
198,198,IO298,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07618897,114.6713721,20201023,9:39:00,NA,NA,NA,138,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO298,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,173,15,C.IO.14,298,1,114.6713721,-34.07618897,Legacy,-139,0.000706064,5.407447338,1,-0.125,128,-12.93962479,0.002504158,1,0.497378558,-0.125,1.293379426,20.37408829,0.018714249,0.22706002,TRUE
199,199,IO299,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08118897,114.6763721,20201023,9:32:00,NA,NA,NA,139,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO299,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,168,15,C.IO.14,299,1,114.6763721,-34.08118897,Legacy,-138,0,1.570796371,0,0,128,-13.1707983,0.002960088,1,0.526275158,6.57E-14,1.491785645,20.36408806,0.018714249,0.197060019,TRUE
200,200,IO3,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07618897,114.7838721,20201015,12:03:00,NA,NA,NA,62,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO3,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,267,2731,C.IO.43,3,1,114.7838721,-34.07618897,MBH,-61,0.003822702,4.593822479,2,0,16,34.45264435,0.000872993,16,0.426060408,7.11E-15,4.45935297,20.12408829,0.018714249,0.177060023,TRUE
201,201,IO300,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08618897,114.6688721,20201123,7:18:00,NA,NA,NA,138,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO300,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,166,15,C.IO.14,300,1,114.6688721,-34.08618897,Legacy,-139,0.000706113,4.017388821,1,-0.125,64,-12.00111198,0.002418593,1,0.465085894,-0.125,1.661281586,20.36408806,0.018714249,0.197060019,TRUE
202,202,IO302,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.07118897,114.7238721,20201023,7:13:00,NA,NA,NA,122,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO302,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,165,14,C.IO.13,302,1,114.7238721,-34.07118897,Legacy,-122,0.004236212,4.017301559,4,0.5,16,-10.35240364,0.002497901,1,0.813810706,0.5,3.263156414,20.28408813,0.018714249,0.157060027,TRUE
203,203,IO306,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10118897,114.7338721,20201022,10:29:00,NA,NA,NA,124,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO306,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,133,11,C.IO.10,306,1,114.7338721,-34.10118897,Legacy,-121,0.007180753,4.522335052,4,0.625,16,-11.29806709,0.004250985,16,0.864871144,0.625,4.445063114,20.27408791,0.018714249,0.187060013,TRUE
204,204,IO307,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.11868897,114.7263721,20201022,9:56:00,NA,NA,NA,128,Daphne - finishes at 59:36,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO307,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,122,10,C.IO.9,307,1,114.7263721,-34.11868897,Legacy,-127,0.004032773,4.369318008,3,0.5,16,-14.80545521,0.001405708,16,0.579957068,0.5,3.787045717,20.28408813,0.018714249,0.217060015,TRUE
205,205,IO308,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.11118897,114.7288721,20201022,10:06:00,NA,NA,NA,126,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO308,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,121,10,C.IO.9,308,1,114.7288721,-34.11118897,Legacy,-126,0.003824261,4.593871117,2,0.125,16,-14.67938232,0.000873331,16,0.284914106,0.125,4.459453106,20.27408791,0.018714249,0.187060013,TRUE
206,206,IO310,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05868897,114.7738721,20201015,10:06:00,NA,NA,NA,64.7,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO310,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,480,8,C.IO.8,310,1,114.7738721,-34.05868897,Legacy,-64,0.007219859,5.311206818,5,0.25,16,33.72123337,0.005253565,16,1.128396034,0.25,5.672250748,20.18408775,0.018714249,0.177060023,TRUE
207,207,IO311,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05618897,114.7688721,20201015,10:03:00,NA,NA,NA,66.1,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO311,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,477,8,C.IO.8,311,1,114.7688721,-34.05618897,Legacy,-70,0.015286133,4.593794823,9,-0.625,16,29.01699257,0.01233034,16,2.364871025,-0.625,4.584303379,20.17408752,0.018714249,0.197060019,TRUE
208,208,IO312,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05868897,114.7788721,20201015,10:17:00,NA,NA,NA,61.2,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO312,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,479,8,C.IO.8,312,1,114.7788721,-34.05868897,Legacy,-61,0.007062413,4.77645874,5,0.25,16,35.36088943,0.004154929,16,0.756017447,0.25,4.878208637,20.18408775,0.018714249,0.177060023,TRUE
209,209,IO313,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09618897,114.7563721,20201022,12:47:00,NA,NA,NA,108,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO313,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,142,12,C.IO.11,313,1,114.7563721,-34.09618897,Legacy,-102,0.016125979,4.369233608,10,0,16,1.451215744,0.013291169,16,2.473724842,-6.84E-14,4.311044693,20.23408699,0.018714249,0.187060013,TRUE
210,210,IO319,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09368897,114.7313721,20201022,10:37:00,NA,NA,NA,124,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO319,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,134,11,C.IO.10,319,1,114.7313721,-34.09368897,Legacy,-122,0.006380133,4.3501544,4,-0.375,16,-11.81165123,0.003633092,16,0.768767774,-0.375,4.120410919,20.28408813,0.018714249,0.197060019,TRUE
211,211,IO323,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.03103333,114.6001,20201123,9:48:00,NA,NA,NA,141,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO323,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,307,32,C.IO.27,323,1,114.6001,-34.03103333,Deans,-143,0.001687648,1.84204793,1,-0.25,128,1.622822404,0.00458025,1,0.776275158,-0.25,1.618529558,20.44408798,0.018714249,0.187060013,TRUE
212,212,IO324,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.00006,114.639778,20201023,11:59:00,NA,NA,NA,141,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO324,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,302,31,C.IO.26,324,1,114.6406,-33.99836667,Deans,-141,0.001808737,6.283185482,1,0.375,64,-8.034950256,0.003586413,1,0.747378528,0.375,0.964931548,20.42408752,0.018714249,0.207060024,TRUE
213,213,IO325,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.991557,114.743378,20201015,7:44:00,NA,NA,NA,85,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO325,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,281,30,C.IO.25,325,1,114.7443,-33.99175,Deans,-84,0.029960392,4.421633244,20,-0.375,16,20.13949203,0.027078876,16,4.848724842,-0.375,4.398695469,20.22408676,0.018714249,0.23706001,TRUE
214,214,IO327,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.02946667,114.7623833,20201015,8:17:00,NA,NA,NA,65.4,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO327,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,254,26,C.IO.23,327,1,114.7623833,-34.02946667,Deans,-73,0.02370614,0.787488222,21,0,1,27.34706879,0.026029749,1,5.872378349,1.53E-12,0.861122012,20.18408775,0.018714249,0.187060013,TRUE
215,215,IO328,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99356667,114.8213667,20201019,7:13:00,NA,NA,NA,43.8,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO328,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,245,25,C.IO.22,328,1,114.8213667,-33.99356667,Deans,-44,0.00371979,5.220176697,4,-0.625,32,39.11875153,0.002064671,128,0.907292664,-0.625,6.136079788,19.98408699,0.018714249,0.207060024,TRUE
216,216,IO329,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06481667,114.7266333,20201023,7:18:00,NA,NA,NA,121,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO329,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,164,14,C.IO.13,329,1,114.7266333,-34.06481667,Deans,-119,0.008138793,4.188765049,5,-0.625,16,-8.226331711,0.00561335,16,1.268767715,-0.625,3.960022449,20.28408813,0.018714249,0.157060027,TRUE
217,217,IO330,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08833333,114.7545,20201022,13:00:00,NA,NA,NA,116,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO330,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,145,13,C.IO.12,330,1,114.7545,-34.08833333,Deans,-106,0.013140687,4.85046339,7,-1.625,16,-2.062368393,0.010270012,16,2.301060438,-1.625,4.912584305,20.23408699,0.018714249,0.187060013,TRUE
218,218,IO331,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.0984,114.75005,20201022,12:30:00,NA,NA,NA,112,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO331,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,139,12,C.IO.11,331,1,114.75005,-34.0984,Deans,-113,0.013121755,4.397060871,8,-0.375,16,-7.443683624,0.01026717,16,1.848724842,-0.375,4.329493999,20.24408722,0.018714249,0.187060013,TRUE
219,219,IO332,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09718333,114.7344833,20201022,10:33:00,NA,NA,NA,124,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO332,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,135,11,C.IO.10,332,1,114.7344833,-34.09718333,Deans,-121,0.005717541,4.390514374,4,-0.125,16,-11.42723751,0.00293165,16,0.614871144,-0.125,4.145187855,20.28408813,0.018714249,0.197060019,TRUE
220,220,IO333,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.11301667,114.7251333,20201022,10:01:00,NA,NA,NA,127,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO333,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,120,10,C.IO.9,333,1,114.7251333,-34.11301667,Deans,-127,0.003824372,4.593874454,2,0.125,16,-14.93462563,0.000873355,16,0.284914106,0.125,4.459460258,20.27408791,0.018714249,0.187060013,TRUE
221,221,IO334,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06155,114.7753667,20201015,10:11:00,NA,NA,NA,64,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO334,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,475,8,C.IO.8,334,1,114.7753667,-34.06155,Deans,-62,0.005496582,4.547106266,4,0.75,16,35.10564804,0.002560953,16,0.893767774,0.75,4.447391033,20.18408775,0.018714249,0.177060023,TRUE
222,222,IO335,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06686667,114.7939833,20201015,10:31:00,NA,NA,NA,58,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO335,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,455,7,C.IO.7,335,1,114.7939833,-34.06686667,Deans,-56,0.005421996,4.712388992,4,0,16,36.47361374,0.002482721,16,0.909914076,-1.38E-12,4.806632996,20.12408829,0.018714249,0.177060023,TRUE
223,223,IO337,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.00536667,114.8202333,20201019,7:02:00,NA,NA,NA,43,Daphne,Yes,"CALs shit, come back",2020-10_south-west_stereo-BRUVs.IO337,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,242,24,C.IO.21,337,1,114.8202333,-34.00536667,Deans,-43,0.002117159,4.016924858,3,1.125,4,40.44167709,0.00173514,2,1.375,1.125,2.274652481,19.99408722,0.018714249,0.177060023,TRUE
224,224,IO338,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.97231667,114.92245,20201019,11:50:00,NA,NA,NA,46,Daphne,Yes,Claude,2020-10_south-west_stereo-BRUVs.IO338,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,235,23,C.IO.20,338,1,114.92245,-33.97231667,Deans,-47,0.001083196,1.570796371,1,-0.875,1,8.330611229,0.004036981,1,1.045042992,-0.875,1.512890339,19.70408821,0.018714249,0.267060012,TRUE
225,225,IO339,Aplodactylidae Aplodactylus westralis,1,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.01461667,114.8785,20201019,9:41:00,NA,NA,NA,41.1,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO339,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,225,21,C.IO.19,339,1,114.8785,-34.01461667,Deans,-42,6.94E-18,1.570796371,0,0,2,25.99148178,0.002957748,1,0.526275158,-3.55E-15,1.491723061,19.87408829,0.018714249,0.167060018,TRUE
226,226,IO34,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06118897,114.8713721,20201016,8:02:00,NA,NA,NA,41.3,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO34,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,154,1366,C.IO.35,34,1,114.8713721,-34.06118897,MBH,-40,6.94E-18,4.712388992,0,0,128,31.25911713,0.002959394,1,0.526275158,-1.45E-12,1.491767049,19.89408684,0.018714249,0.157060027,TRUE
227,227,IO343,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10261667,114.6407167,20201123,7:38:00,NA,NA,NA,140,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO343,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,180,16,C.IO.15,343,1,114.6407167,-34.10261667,Deans,-142,0.002350704,4.317482471,1,-0.5,32,-7.067124844,0.001030145,4,0.5,-0.5,2.279837132,20.39408684,0.018714249,0.177060023,TRUE
228,228,IO349,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.02368897,114.5963721,20201123,10:03:00,NA,NA,NA,133,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO349,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,308,32,C.IO.27,349,1,114.5963721,-34.02368897,Legacy,-143,0.002117416,0.875433564,1,-0.375,128,2.109238386,0.004843125,1,0.901275158,-0.375,1.236253738,20.44408798,0.018714249,0.187060013,TRUE
229,229,IO350,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.02618897,114.6038721,20201123,9:56:00,NA,NA,NA,135,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO350,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,309,32,C.IO.27,350,1,114.6038721,-34.02618897,Legacy,-142,0.002167793,4.712388992,1,0.375,16,1.133308172,0.000815343,1,0.391146332,0.375,1.280173182,20.42408752,0.018714249,0.217060015,TRUE
230,230,IO351,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.03118897,114.5963721,20201123,10:13:00,NA,NA,NA,142,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO351,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,306,32,C.IO.27,351,1,114.5963721,-34.03118897,Legacy,-142,0.002117526,2.266115665,1,0.625,1,3.302994251,0.004710821,1,0.948939562,0.625,1.811481595,20.44408798,0.018714249,0.187060013,TRUE
231,231,IO352,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.03618897,114.5988721,20201123,9:43:00,NA,NA,NA,133,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO352,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,310,32,C.IO.27,352,1,114.5988721,-34.03618897,Legacy,-143,1.39E-17,4.712388992,0,0,32,1.751992941,0.002958527,1,0.526275158,6.88E-14,1.491743922,20.44408798,0.018714249,0.187060013,TRUE
232,232,IO353,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05436667,114.8390667,20201015,14:43:00,NA,NA,NA,44.1,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO353,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,397,5,C.IO.5,353,1,114.8390667,-34.05436667,Deans,-44,0.002168496,4.712388992,1,-0.375,4,35.90759659,0.000815585,64,0.391146332,-0.375,1.280262113,19.94408798,0.018714249,0.187060013,TRUE
233,233,IO354,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06605,114.84,20201015,14:29:00,NA,NA,NA,45,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO354,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,354,4,C.IO.4,354,1,114.84,-34.06605,Deans,-44,0.001688295,4.441244125,1,-0.25,64,36.23052216,0.001341644,2,0.420042962,-0.25,1.734421611,19.96408844,0.018714249,0.157060027,TRUE
234,234,IO355,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.05473333,114.9111,20201029,10:38:00,NA,NA,NA,45,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO355,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,276,3,C.IO.3,355,1,114.9111,-34.05473333,Deans,-46,0.004699018,1.9659127,3,-0.375,1,14.18261337,0.007455056,1,1.385128856,-0.375,1.783676505,19.75408745,0.018714249,0.197060019,TRUE
235,235,IO356,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06956667,114.9184667,20201016,12:39:00,NA,NA,NA,46.8,Claude,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO356,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,212,2,C.IO.2,356,1,114.9184667,-34.06956667,Deans,-47,0.000706027,0.875694573,1,-0.125,128,11.52960968,0.00355933,1,0.651275158,-0.125,1.376901984,19.72408676,0.018714249,0.277060032,TRUE
236,236,IO357,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08496667,114.928,20201016,12:08:00,NA,NA,NA,45.9,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO357,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,118,1,C.IO.1,357,1,114.928,-34.08496667,Deans,-44,0.003253986,4.712388992,3,-0.375,32,12.26101971,0.000382585,32,0.487249702,-0.375,5.369304657,19.76408768,0.018714249,0.22706002,TRUE
237,237,IO36,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10368897,114.7188721,20201022,10:23:00,NA,NA,NA,130,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO36,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,365,4304,C.IO.55,36,1,114.7188721,-34.10368897,MBH,-129,0.004701382,4.317482471,3,0.375,16,-15.15245152,0.002099343,16,0.518767774,0.375,3.863899469,20.30408669,0.018714249,0.187060013,TRUE
238,238,IO361,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.98868897,114.7413721,20201015,7:35:00,NA,NA,NA,84.7,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO361,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,286,30,C.IO.25,361,1,114.7413721,-33.98868897,Legacy,-89,0.025497084,4.497978687,14,-0.625,16,15.75507927,0.022572439,16,4.098724842,-0.625,4.480309486,20.22408676,0.018714249,0.23706001,TRUE
239,239,IO363,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.98618897,114.7513721,20201015,7:26:00,NA,NA,NA,66.2,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO363,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,287,30,C.IO.25,363,1,114.7513721,-33.98618897,Legacy,-64,0.010120575,4.441000462,5,2.625,16,37.96980667,0.007240568,16,2.625,2.625,4.362880707,20.22408676,0.018714249,0.23706001,TRUE
