OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
IO102	54	IO102_L372.avi	90799	IO102_R371.avi	90155	60.53267	1	52.80267	4232.50445	649.74396	-5588.77119	28.52880	4.40201	37.95729	0.89265	7040.64093	37.59294	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
IO105	0	IO105_L372.avi	2171	IO105_R371.avi	1507	1.44733		-1.00000	564.92123	-41.82332	-904.30090	0.53886	0.33507	1.01993	5.10147	1067.07324	32.01185								sync		
IO105	1	IO105_L372.avi	15258	IO105_R371.avi	14594	10.17200	1	3.66333	464.01021	-181.35732	-1762.27649	0.75524	0.61679	2.46810	11.97489	1831.34224	15.50175	Holocentridae				15	AD	Passing			
IO105	2	IO105_L372.avi	17551	IO105_R371.avi	16887	11.70067	1	5.19200	377.37297	-139.38601	-2075.58781	0.74240	0.66019	3.01586	0.78997	2114.21465	10.70916	Mullidae	Parupeneus	chrysopleuron	37355016	1	AD	Passing			
IO105	4	IO105_L372.avi	50689	IO105_R371.avi	50025	33.79267	1	27.28400	4212.45195	-104.26757	-5323.47307	27.69202	2.43156	35.27603	0.12247	6789.32903	38.35007	Squalidae	Squalus			1	AD	Passing			
IO105	7	IO105_L372.avi	86347	IO105_R371.avi	85683	57.56467	1	51.05600	525.92632	-228.90253	-2576.54325	1.20972	0.90928	4.76476	0.60927	2639.61549	12.24195	Nemipteridae	Pentapodus	vitta	37347022	1	AD	Passing			
IO105	8	IO105_L372.avi	86806	IO105_R371.avi	86142	57.87067	1	51.36200	336.00077	-220.46717	-2014.50229	0.65417	0.67694	2.74813	1.00119	2054.19613	10.84780	Pristiophoridae	Pristiophorus	cirratus	37023002	1	AD	Passing			
IO105	10	IO105_L372.avi	88568	IO105_R371.avi	87904	59.04533	1	52.53667	377.55261	-47.03594	-1068.73189	0.38087	0.35179	1.07069	4.12814	1134.43651	19.50985	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO105	11	IO105_L372.avi	88620	IO105_R371.avi	87956	59.08000	1	52.57133	438.89881	-266.20791	-1383.28886	0.55754	0.54920	1.63463	0.57544	1475.46158	19.94029	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO105	13	IO105_L372.avi	89011	IO105_R371.avi	88347	59.34067	1	52.83200	825.12522	-149.37025	-1192.54584	1.11640	0.50895	1.78569	9.99048	1457.84384	34.97315	Monacanthidae	Nelusetta	ayraud	37465006	1	AD	Passing			
IO107	0	IO107_L373.avi	2485	IO107_R374.avi	1553	1.65667		-1.00000	55.07028	98.77351	-1666.63538	0.57801	0.57884	2.94291	8.71331	1670.46773	4.47931								sync		
IO107	2	IO107_L373.avi	29026	IO107_R374.avi	28094	19.35067	1	9.42467	-834.48883	138.79777	-1916.39463	1.50017	0.66017	3.53726	5.26962	2094.80424	23.93669	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
IO107	6	IO107_L373.avi	48347	IO107_R374.avi	47415	32.23133	1	22.30533	-2251.58004	543.87173	-7498.78630	16.04904	4.14701	55.03203	22.38439	7848.38869	17.33495	Carangidae	Pseudocaranx	spp		1	AD	Passing			
IO107	8	IO107_L373.avi	73841	IO107_R374.avi	72909	49.22733	1	39.30133	694.28527	224.70156	-1789.54739	1.22579	0.68030	3.13403	3.68441	1932.61551	22.39973	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO107	9	IO107_L373.avi	73853	IO107_R374.avi	72921	49.23533	1	39.30933	151.26474	113.21020	-1587.20157	0.58959	0.55782	2.67364	1.40457	1598.40746	7.21012	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO107	10	IO107_L373.avi	73853	IO107_R374.avi	72921	49.23533	1	39.30933	-464.58961	818.64230	-4299.48884	2.39839	3.61372	18.88153	12.38179	4401.32059	12.93620	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO107	11	IO107_L373.avi	74027	IO107_R374.avi	73095	49.35133	1	39.42533	139.07395	175.16639	-1374.79005	0.50779	0.51743	2.02080	0.13528	1392.86486	9.77432	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO107	13	IO107_L373.avi	74386	IO107_R374.avi	73454	49.59067	1	39.66467	-830.23099	374.97121	-2515.60774	2.07225	1.18396	6.35847	0.31091	2675.47551	20.19178	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO108	0	IO108_L375.avi	2611	IO108_R376.avi	3643	1.74067		-1.00000	-104.13775	-75.32708	-1036.31698	0.37987	0.36769	1.16895	0.51748	1044.25654	6.73554								sync		
IO108	3	IO108_L375.avi	69896	IO108_R376.avi	70928	46.59733	1	32.43467	-182.42975	43.17051	-1429.19664	0.55292	0.48713	2.18392	1.54595	1441.43933	7.63330	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO108	8	IO108_L375.avi	76176	IO108_R376.avi	77208	50.78400	1	36.62133	680.39407	195.81298	-3660.58710	2.70173	1.35476	13.82125	1.29003	3728.42818	11.12743	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO108	9	IO108_L375.avi	76178	IO108_R376.avi	77210	50.78533	1	36.62267	260.68590	17.10854	-1128.11953	0.47969	0.38524	1.36906	1.23613	1157.97388	13.09133	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO108	10	IO108_L375.avi	76230	IO108_R376.avi	77262	50.82000	1	36.65733	708.65655	589.76732	-3425.79925	2.57982	2.21764	12.07303	8.33641	3547.69222	15.45344	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO108	14	IO108_L375.avi	88783	IO108_R376.avi	89815	59.18867	1	45.02600	-781.53264	65.63541	-2802.33372	2.24245	0.93664	7.97200	0.00688	2910.01298	15.69658	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
IO241	0	IO241_L378.avi	3243	IO241_R377.avi	2645	2.16200		-1.00000	1.11580	-77.75758	-800.07786	0.28579	0.28634	0.70589	0.88842	803.84829	4.90039								sync		
IO241	1	IO241_L378.avi	14399	IO241_R377.avi	13801	9.59933	1	3.59000	1453.33150	1151.02737	-6477.83939	9.21690	7.18332	41.83265	9.37393	6737.91063	16.38294	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO241	2	IO241_L378.avi	27047	IO241_R377.avi	26449	18.03133	1	12.02200	864.43009	-320.15713	-2172.35173	1.75477	0.99015	4.52984	6.32488	2359.84153	22.77496	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
IO241	7	IO241_L378.avi	46402	IO241_R377.avi	45804	30.93467	1	24.92533	263.16437	-325.88848	-1685.29279	0.71025	0.82066	2.97596	1.09775	1736.56862	13.45740	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO241	11	IO241_L378.avi	70264	IO241_R377.avi	69666	46.84267	1	40.83333	237.89112	-253.80671	-1575.03346	0.64486	0.68925	2.61441	2.04053	1612.99114	11.98750	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
IO241	12	IO241_L378.avi	70296	IO241_R377.avi	69698	46.86400	1	40.85467	323.64559	-166.56296	-1127.08061	0.51518	0.43140	1.31292	2.07775	1184.39875	17.60909	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
IO241	13	IO241_L378.avi	73426	IO241_R377.avi	72828	48.95067	1	42.94133	55.16384	-484.90111	-2916.40061	0.98924	1.82198	8.79185	10.07893	2956.95192	8.85304	Parascylliidae	Parascyllium	variolatum	37013004	1	AD	Passing			
IO241	14	IO241_L378.avi	77114	IO241_R377.avi	76516	51.40933	1	45.40000	440.13347	42.28180	-1369.60081	0.72584	0.46055	1.93250	1.29140	1439.20520	17.96567	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
IO241	22	IO241_L378.avi	89305	IO241_R377.avi	88707	59.53667	1	53.52733	-1365.63201	59.16709	-3731.04242	4.91543	1.23686	13.86547	0.49545	3973.55370	20.15918	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO241	23	IO241_L378.avi	89305	IO241_R377.avi	88707	59.53667	1	53.52733	-965.86221	-21.18796	-3132.46716	3.05225	1.05882	9.97927	0.71773	3278.06181	17.13818	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO241	24	IO241_L378.avi	89327	IO241_R377.avi	88729	59.55133	1	53.54200	140.20688	-235.09517	-1293.58910	0.47934	0.55140	1.78358	2.72114	1322.23313	11.39327	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO113	0	IO113_L367.avi	11242	IO113_R368.avi	10265	7.49467		-1.00000	2.82151	-116.72643	-912.36868	0.32416	0.33740	0.89931	10.09943	919.80956	6.41624								sync		
IO113	1	IO113_L367.avi	53256	IO113_R368.avi	52279	35.50400	1	25.69200	379.55734	-45.77874	-2158.12653	1.06174	0.74675	4.81372	22.00414	2191.72754	9.97828	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO113	2	IO113_L367.avi	53463	IO113_R368.avi	52486	35.64200	1	25.83000	-39.40724	-263.89170	-1112.64764	0.39014	0.49446	1.30923	12.05608	1144.19253	12.61856	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
IO113	5	IO113_L367.avi	53888	IO113_R368.avi	52911	35.92533	1	26.11333	712.10667	-57.69994	-2110.09864	1.52689	0.72654	4.46238	20.62911	2227.76603	18.65409	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO113	6	IO113_L367.avi	54065	IO113_R368.avi	53088	36.04333	1	26.23133	-678.91558	147.11448	-1938.30724	1.33345	0.67950	3.72719	19.87331	2059.02987	19.92062	Oplegnathidae	Oplegnathus	woodwardi	37369002	1	AD	Passing			
IO113	7	IO113_L367.avi	66761	IO113_R368.avi	65784	44.50733	1	34.69533	114.25491	-502.13177	-6477.69195	2.24984	4.47072	42.00479	59.94809	6498.12923	3.69549	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO113	8	IO113_L367.avi	66761	IO113_R368.avi	65784	44.50733	1	34.69533	146.19682	-483.35422	-6208.63592	2.22659	4.16109	38.61641	64.34770	6229.13837	3.81906	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO113	9	IO113_L367.avi	66761	IO113_R368.avi	65784	44.50733	1	34.69533	348.12959	-457.50466	-6212.43091	2.92990	4.02717	38.66739	60.67461	6238.97448	4.61980	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO113	10	IO113_L367.avi	66761	IO113_R368.avi	65784	44.50733	1	34.69533	479.79456	-492.89634	-6214.82162	3.53867	4.21305	38.67499	58.42354	6252.77198	5.72015	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO113	11	IO113_L367.avi	66761	IO113_R368.avi	65784	44.50733	1	34.69533	304.02554	-575.53114	-6766.19335	2.98974	5.13004	45.78390	79.82122	6797.42893	4.73723	Gerreidae	Gerres	subfasciatus	37349005	1	AD	Passing			
IO115	0	IO115_L378.avi	4572	IO115_R377.avi	3612	3.04800		-1.00000	-19.29857	-10.08316	-592.70602	0.21054	0.20714	0.38476	4.12056	593.10583	1.89245								sync		
IO115	1	IO115_L378.avi	28305	IO115_R377.avi	27345	18.87000	1	6.24000	689.60177	-55.12235	-2296.41206	1.65311	0.78535	5.36548	4.83710	2398.35307	16.72544	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO115	2	IO115_L378.avi	28435	IO115_R377.avi	27475	18.95667	1	6.32667	-412.69168	-88.12881	-1416.68217	0.73003	0.50128	2.09578	0.93323	1478.19805	16.46354	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO115	3	IO115_L378.avi	28445	IO115_R377.avi	27485	18.96333	1	6.33333	-153.36463	550.63442	-2157.14999	0.79640	1.36621	4.88425	0.08043	2231.59473	15.46929	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO115	4	IO115_L378.avi	28507	IO115_R377.avi	27547	19.00467	1	6.37467	-358.84696	68.92111	-1166.40476	0.56042	0.40065	1.41945	0.67874	1222.30165	17.52862	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO115	7	IO115_L378.avi	31589	IO115_R377.avi	30629	21.05933	1	8.42933	188.71754	246.91523	-1028.86971	0.40240	0.42909	1.12992	0.59432	1074.78106	17.32903	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO115	8	IO115_L378.avi	31614	IO115_R377.avi	30654	21.07600	1	8.44600	-195.33932	-63.47687	-1429.70701	0.55995	0.49973	2.18225	0.49576	1444.38530	7.99786	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO115	9	IO115_L378.avi	31669	IO115_R377.avi	30709	21.11267	1	8.48267	-133.58656	-171.86485	-1562.26602	0.57274	0.61136	2.59336	2.45570	1577.35792	7.42865	Monacanthidae	Nelusetta	ayraud	37465006	1	F	Passing			
IO115	15	IO115_L378.avi	96396	IO115_R377.avi	95436	64.26400	1	51.63400	827.71566	826.40700	-3882.39024	3.29507	3.26856	15.25466	3.45385	4054.75224	17.23203	Carangidae	Pseudocaranx	spp		1	AD	Passing			
IO192	0	IO192_L378.avi	2186	IO192_R377.avi	1539	1.45733		-1.00000	15.64962	-104.97640	-1078.08090	0.37972	0.39209	1.26264	1.38131	1083.29284	4.97941								sync		
IO192	1	IO192_L378.avi	18856	IO192_R377.avi	18209	12.57067	1	1.86133	1337.96724	-514.97034	-5820.30237	7.67809	3.86394	33.82254	4.46262	5994.26980	13.61693	Gerreidae	Gerres	subfasciatus	37349005	8	AD	Passing			
IO192	7	IO192_L378.avi	101436	IO192_R377.avi	100789	67.62400	1	56.91467	23.65836	212.74329	-903.03107	0.32003	0.36421	0.89344	0.83057	928.05417	13.98273	Monacanthidae	Nelusetta	ayraud	37465006	1	M	Passing			
IO211	0	IO211_L369.avi	39233	IO211_R370.avi	37693	26.15533		-1.00000	33.09105	134.27127	-766.52796	0.27379	0.28103	0.63700	3.04694	778.90237	11.53565								sync		
IO211	2	IO211_L369.avi	44447	IO211_R370.avi	42907	29.63133	1	1.59067	-168.97283	196.32902	-834.84825	0.32200	0.32182	0.72632	0.48719	874.11012	18.27642	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	4	IO211_L369.avi	44462	IO211_R370.avi	42922	29.64133	1	1.60067	487.84577	423.55229	-1722.59303	0.95908	0.86606	3.00554	0.75018	1839.75998	21.46230	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	5	IO211_L369.avi	44465	IO211_R370.avi	42925	29.64333	1	1.60267	-373.91622	335.63464	-1401.57826	0.67701	0.63052	2.01098	1.90352	1488.92095	20.64321	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	6	IO211_L369.avi	44467	IO211_R370.avi	42927	29.64467	1	1.60400	-573.81507	345.98407	-1554.30434	0.93799	0.68582	2.36217	0.96070	1692.58107	24.04035	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	7	IO211_L369.avi	44470	IO211_R370.avi	42930	29.64667	1	1.60600	-267.20942	247.59063	-1088.08855	0.46308	0.44083	1.22370	0.21450	1147.44877	19.44739	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	8	IO211_L369.avi	44470	IO211_R370.avi	42930	29.64667	1	1.60600	280.42158	259.32443	-1010.35697	0.43690	0.41496	1.03359	4.80722	1080.14195	21.64202	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	9	IO211_L369.avi	44472	IO211_R370.avi	42932	29.64800	1	1.60733	-605.91704	359.80387	-1650.46296	1.03419	0.74012	2.66574	0.88265	1794.60923	23.83339	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	10	IO211_L369.avi	44472	IO211_R370.avi	42932	29.64800	1	1.60733	-583.64302	301.51861	-1516.37313	0.92312	0.62850	2.23433	0.55805	1652.55564	24.06796	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	11	IO211_L369.avi	44472	IO211_R370.avi	42932	29.64800	1	1.60733	-396.35534	152.69256	-1248.59169	0.62220	0.44738	1.57887	0.11713	1318.86079	19.30971	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	12	IO211_L369.avi	44472	IO211_R370.avi	42932	29.64800	1	1.60733	-334.30581	199.79163	-1106.16880	0.51041	0.41896	1.24122	0.27434	1172.72610	20.11709	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	13	IO211_L369.avi	44472	IO211_R370.avi	42932	29.64800	1	1.60733	-308.64427	203.06013	-1079.23176	0.48299	0.41172	1.18854	0.78746	1140.71727	19.66688	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	14	IO211_L369.avi	44472	IO211_R370.avi	42932	29.64800	1	1.60733	-258.66650	189.83969	-953.21896	0.40304	0.36041	0.92825	1.29876	1005.77028	19.42736	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	18	IO211_L369.avi	44509	IO211_R370.avi	42969	29.67267	1	1.63200	-669.17539	254.49855	-1694.27563	1.13457	0.65586	2.78148	0.80784	1839.33008	23.41656	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	19	IO211_L369.avi	44522	IO211_R370.avi	42982	29.68133	1	1.64067	372.50206	291.39017	-1217.87436	0.58696	0.51596	1.49383	1.76310	1306.47770	22.07455	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	20	IO211_L369.avi	44524	IO211_R370.avi	42984	29.68267	1	1.64200	-409.26937	284.98605	-1286.75921	0.64753	0.53662	1.66534	1.02429	1380.02454	21.97929	Serranidae	Caesioperca	sp1		1	AD	Passing			
IO211	22	IO211_L369.avi	47972	IO211_R370.avi	46432	31.98133	1	3.94067	-1137.16976	648.86530	-3400.13603	3.63435	2.14678	11.23798	1.37297	3643.50192	21.75562	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	1	AD	Passing			
IO211	23	IO211_L369.avi	55300	IO211_R370.avi	53760	36.86667	1	8.82600	-207.53622	175.38353	-1329.31802	0.52736	0.49254	1.86070	6.38875	1356.80399	12.46132	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO211	28	IO211_L369.avi	55416	IO211_R370.avi	53876	36.94400	1	8.90333	353.86286	-33.53018	-1127.06139	0.53337	0.38682	1.27936	2.73705	1181.78279	17.42707	Labridae	Pseudolabrus	biserialis	37384149	2	AD	Passing			
IO211	30	IO211_L369.avi	55425	IO211_R370.avi	53885	36.95000	1	8.90933	230.03356	-33.41628	-1200.09915	0.48851	0.41626	1.51055	0.65373	1222.40340	10.84955	Labridae	Pseudolabrus	biserialis	37384149	1	AD	Passing			
IO211	37	IO211_L369.avi	63283	IO211_R370.avi	61743	42.18867	1	14.14800	-424.07359	267.47288	-2173.55574	1.13460	0.87203	4.85539	0.01133	2230.63325	13.75230	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
IO211	38	IO211_L369.avi	63283	IO211_R370.avi	61743	42.18867	1	14.14800	-535.02552	100.53179	-2211.16837	1.33127	0.75475	4.98619	0.88616	2277.19663	14.13982	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
IO211	42	IO211_L369.avi	68219	IO211_R370.avi	66679	45.47933	1	17.43867	208.21635	-84.48109	-1014.37406	0.40404	0.36420	1.07233	0.33155	1038.96383	12.04869	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO211	43	IO211_L369.avi	68242	IO211_R370.avi	66702	45.49467	1	17.45400	943.70883	310.74290	-2347.76687	2.04742	0.95201	5.25675	22.31371	2549.34438	23.39079	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO211	44	IO211_L369.avi	68297	IO211_R370.avi	66757	45.53133	1	17.49067	-373.16099	188.37955	-1140.90809	0.55139	0.42439	1.30745	13.58559	1215.07499	20.76091	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO211	48	IO211_L369.avi	69334	IO211_R370.avi	67794	46.22267	1	18.18200	378.26896	125.92798	-1703.30070	0.83584	0.59572	3.00823	1.13222	1749.33660	13.65661	Monacanthidae	Meuschenia	galii	37465040	1	AD	Passing			
IO211	54	IO211_L369.avi	92464	IO211_R370.avi	90924	61.64267	1	33.60200	13.16873	195.14035	-1695.29858	0.58319	0.63526	3.01011	3.10925	1706.54342	7.92206	Odacidae	Siphonognathus	caninis	37385011	1	AD	Passing			
IO211	57	IO211_L369.avi	117275	IO211_R370.avi	115735	78.18333	1	50.14267	-347.24663	210.25785	-1197.98638	0.56164	0.45870	1.46587	10.87606	1264.89523	19.44778	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
IO211	60	IO211_L369.avi	117311	IO211_R370.avi	115771	78.20733	1	50.16667	-879.34625	262.84112	-3405.79080	3.01639	1.30673	11.60524	3.07000	3527.28597	15.51875	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
IO211	63	IO211_L369.avi	117436	IO211_R370.avi	115896	78.29067	1	50.25000	70.79087	-64.44383	-1179.53970	0.41979	0.41923	1.47823	8.59565	1183.41804	3.86505	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
FHB	10	FHB_L373.avi	92653	FHB_R374.avi	92963	61.76867	1	56.03600	476.91726	-228.13528	-1308.62756	0.70378	0.53076	1.68503	0.45830	1411.38297	21.71694	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing	not in both frame		
FH108	3	FH108_L378.avi	19790	FH108_R377.avi	19392	13.19333	1	9.15200	76.39736	-273.45397	-1284.59208	0.45458	0.57978	1.76161	4.94895	1315.59510	11.83740	Pinguipedidae	Parapercis	ramsayi	37390002	1	AD	Feeding	not straight		
FH108	4	FH108_L378.avi	23990	FH108_R377.avi	23592	15.99333	1	11.95200	1245.42622	206.69445	-3396.26758	3.92601	1.23184	11.20636	2.64762	3623.31927	20.50738	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing	not in both frames		
FH108	18	FH108_L378.avi	54314	FH108_R377.avi	53916	36.20933	1	32.16800	959.19604	487.64238	-3086.49327	2.88554	1.68818	9.49094	5.23512	3268.68366	19.52339	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing	high error		
FH108	19	FH108_L378.avi	54314	FH108_R377.avi	53916	36.20933	1	32.16800	1145.51543	666.64091	-5421.94765	6.22011	3.72188	29.61665	6.70018	5581.58867	14.07497	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing	high error		
FH108	25	FH108_L378.avi	79305	FH108_R377.avi	78907	52.87000	1	48.82867	14.23593	-41.20760	-712.27996	0.25538	0.25024	0.56109	0.26559	713.61296	2.89485	Serranidae	Caesioperca	sp1		1	AD	Passing	not in both frames		
FH102	9	FH102_L378.avi	26975	FH102_R377.avi	26425	17.98333	1	12.60333	-230.01533	497.73878	-7361.65066	2.94944	3.97475	55.20985	15.89469	7382.04249	4.85854	Labridae	Eupetrichthys	angustipes	37384105	1	AD	Passing	high error		
FH102	15	FH102_L378.avi	46389	FH102_R377.avi	45839	30.92600	1	25.54600	-409.83623	-124.69382	-1721.26857	0.88719	0.63329	3.10656	1.16753	1773.77557	13.79994	Platycephalidae	Platycephalus	sp		1	AD	Passing	obstructed		
FH102	16	FH102_L378.avi	54217	FH102_R377.avi	53667	36.14467	1	30.76467	-712.46045	340.64935	-4590.30396	3.54197	2.04151	21.57974	3.80893	4657.73897	10.05947	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing	high error		
FH102	17	FH102_L378.avi	61048	FH102_R377.avi	60498	40.69867	1	35.31867	86.39475	-260.66374	-1175.13268	0.41971	0.52009	1.47836	2.46200	1206.79181	12.53646	Rhinobatidae	Aptychotrema	vincentiana	37027001	1	AD	Passing	obstructed		
FH102	21	FH102_L378.avi	83791	FH102_R377.avi	83241	55.86067	1	50.48067	1267.59355	769.57686	-3852.47985	4.56173	2.92738	14.45955	13.98748	4128.03137	21.39786	Labridae	Coris	auricularis	37384088	5	AD	Passing	not in both frames		
FH102	26	FH102_L378.avi	83825	FH102_R377.avi	83275	55.88333	1	50.50333	666.37619	304.47835	-4152.44358	3.01376	1.75649	17.64845	13.28645	4216.58060	10.29362	Labridae	Coris	auricularis	37384088	1	AD	Passing	not straight		
FH102	27	FH102_L378.avi	83826	FH102_R377.avi	83276	55.88400	1	50.50400	711.81339	145.58902	-4305.16302	3.29553	1.50052	18.93974	6.75401	4366.03975	9.73036	Labridae	Coris	auricularis	37384088	1	AD	Passing	high error		
FH102	34	FH102_L378.avi	83878	FH102_R377.avi	83328	55.91867	1	50.53867	1207.75305	298.36542	-4651.17569	5.52932	1.90899	21.67290	9.13143	4814.67805	15.14361	Labridae	Coris	auricularis	37384088	1	AD	Passing	high error		
IO216	0	IO216_L373.avi	4566	IO216_R374.avi	3925	3.04400		-1.00000	-119.79703	128.15244	-806.26061	0.30024	0.29508	0.70601	1.55484	825.12456	12.77298								sync		
IO216	2	IO216_L373.avi	11931	IO216_R374.avi	11290	7.95400	1	2.66200	-350.83087	-36.44280	-1539.21095	0.73020	0.52669	2.49862	2.73706	1579.10757	12.85454	Monacanthidae	Meuschenia	scaber	37465005	1	AD	Passing			
IO216	4	IO216_L373.avi	16607	IO216_R374.avi	15966	11.07133	1	5.77933	-708.66256	-140.55790	-1696.21667	1.18113	0.61525	2.80168	3.95270	1843.66758	22.94902	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
IO216	5	IO216_L373.avi	16607	IO216_R374.avi	15966	11.07133	1	5.77933	-562.86713	-152.16957	-1472.49746	0.88761	0.54657	2.16148	1.06590	1583.73728	21.43671	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
IO216	12	IO216_L373.avi	70511	IO216_R374.avi	69870	47.00733	1	41.71533	926.05761	115.52968	-2240.97658	1.90258	0.75206	4.80513	4.01519	2427.53081	22.70112	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
IO216	13	IO216_L373.avi	70527	IO216_R374.avi	69886	47.01800	1	41.72600	-993.04565	242.82755	-3041.38439	2.94969	1.17649	9.26480	3.51512	3208.60155	18.74927	Labridae	Ophthalmolepis	lineolatus	37384040	1	F	Passing			
